ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403	ENA|ORXJ01009545|ORXJ01009545.1,0,9074,UniRef50_UPI000427E3F7,1038,5403
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ916066.48676,0,52223,UniRef50_A0A1T4JZ89,39081,42765
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919757.21626,0,42564,UniRef50_A0A1T4JZ89,37680,41364
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UMFE01006856|UMFE01006856.1,0,21722,UniRef50_A0A1T4JZ89,345,4029
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ970034.10,0,36387,UniRef50_A0A1T4JZ89,23204,26888
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ORNX01000402|ORNX01000402.1,0,42611,UniRef50_A0A1T4JZ89,30498,34182
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ970101.8,0,29124,UniRef50_A0A1T4JZ89,1960,5644
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ894312.13,127063,239305,UniRef50_A0A1T4JZ89,226027,229711
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ORKI01000005|ORKI01000005.1,0,85438,UniRef50_A0A1T4JZ89,29130,32814
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OPQN01000023|OPQN01000023.1,0,117355,UniRef50_A0A1T4JZ89,90192,93876
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ910771.70070,0,117134,UniRef50_A0A1T4JZ89,90660,94344
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ULXH01020121|ULXH01020121.1,0,81543,UniRef50_A0A1T4JZ89,69841,73525
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ978555.17,0,31819,UniRef50_A0A1T4JZ89,553,4237
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ978238.1,101051,256323,UniRef50_A0A1T4JZ89,153674,157358
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	Ga0242826_1000006,244547,399819,UniRef50_A0A1T4JZ89,297170,300854
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ984443.3636,0,23071,UniRef50_A0A1T4JZ89,19238,22922
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ984186.2378,0,37214,UniRef50_A0A1T4JZ89,33219,36903
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ922127.40669,0,124589,UniRef50_A0A1T4JZ89,75804,79488
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OIYH01000237|OIYH01000237.1,0,35971,UniRef50_A0A1T4JZ89,25886,29570
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ921704.1843,0,31226,UniRef50_A0A1T4JZ89,513,4197
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ916370.46556,0,79719,UniRef50_A0A1T4JZ89,72424,76108
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ983319.2,130998,206785,UniRef50_A0A1T4JZ89,176098,179782
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UYFL01000176|UYFL01000176.1,0,62115,UniRef50_A0A1T4JZ89,3549,7233
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ987965.20,0,26965,UniRef50_A0A1T4JZ89,22522,26206
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ984027.9636,0,81452,UniRef50_A0A1T4JZ89,56181,59865
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UNHK01005434|UNHK01005434.1,0,81301,UniRef50_A0A1T4JZ89,69186,72870
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OZIA01000462|OZIA01000462.1,0,12567,UniRef50_A0A1T4JZ89,2308,5992
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914263.8154,0,27222,UniRef50_A0A1T4JZ89,10822,14506
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OJMI01000012|OJMI01000012.1,0,122251,UniRef50_A0A1T4JZ89,69561,73245
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ925153.56241,0,69480,UniRef50_A0A1T4JZ89,2413,6097
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ830512.1,249060,339998,UniRef50_A0A1T4JZ89,325758,329442
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OBKR01000003|OBKR01000003.1,249060,378639,UniRef50_A0A1T4JZ89,325949,329633
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ORVE01000145|ORVE01000145.1,4320,71345,UniRef50_A0A1T4JZ89,12750,16434
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919693.30751,0,88926,UniRef50_A0A1T4JZ89,65578,69262
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919640.64475,0,86373,UniRef50_A0A1T4JZ89,65573,69257
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ922460.18346,142449,271964,UniRef50_A0A1T4JZ89,191390,195074
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ922453.36566,0,81294,UniRef50_A0A1T4JZ89,911,4595
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UMEA01000091|UMEA01000091.1,1656,72642,UniRef50_A0A1T4JZ89,10086,13770
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHOR01000043|OHOR01000043.1,0,69191,UniRef50_A0A1T4JZ89,57077,60761
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914132.36308,4247,107909,UniRef50_A0A1T4JZ89,12676,16360
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWFA01000020|OWFA01000020.1,110567,162021,UniRef50_A0A1T4JZ89,153748,157432
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHMK01000049|OHMK01000049.1,4500,73690,UniRef50_A0A1T4JZ89,12929,16613
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914355.26953,0,36415,UniRef50_A0A1T4JZ89,24301,27985
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHEO01000089|OHEO01000089.1,0,62808,UniRef50_A0A1T4JZ89,4335,8019
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHDV01000043|OHDV01000043.1,0,69191,UniRef50_A0A1T4JZ89,57077,60761
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OKTN01000021|OKTN01000021.1,650,104900,UniRef50_A0A1T4JZ89,92786,96470
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914165.13604,213938,317600,UniRef50_A0A1T4JZ89,305486,309170
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914066.31921,0,97164,UniRef50_A0A1T4JZ89,85050,88734
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914128.7313,0,69397,UniRef50_A0A1T4JZ89,57283,60967
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914182.24078,0,97151,UniRef50_A0A1T4JZ89,85037,88721
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ934944.2,227405,315804,UniRef50_A0A1T4JZ89,307789,311473
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWHW01000005|OWHW01000005.1,186942,269480,UniRef50_A0A1T4JZ89,262671,266355
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWHK01000008|OWHK01000008.1,0,82540,UniRef50_A0A1T4JZ89,3126,6810
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ934100.1,227405,339434,UniRef50_A0A1T4JZ89,307789,311473
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	Ga0243715_1000001,587223,733897,UniRef50_A0A1T4JZ89,667798,671482
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	Ga0243717_1000006,0,137592,UniRef50_A0A1T4JZ89,53332,57016
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OIYD01000127|OIYD01000127.1,0,75211,UniRef50_A0A1T4JZ89,995,4679
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UZIJ01000008|UZIJ01000008.1,119829,197632,UniRef50_A0A1T4JZ89,174379,178063
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|QWCK01000114|QWCK01000114.1,0,93990,UniRef50_A0A1T4JZ89,35972,39656
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ917341.6615,0,77994,UniRef50_A0A1T4JZ89,19759,23443
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919797.23587,0,48317,UniRef50_A0A1T4JZ89,36344,40028
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ925179.87841,49,45279,UniRef50_A0A1T4JZ89,8330,12014
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919137.30671,0,31732,UniRef50_A0A1T4JZ89,19759,23443
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGYB01000007|OGYB01000007.1,77342,210115,UniRef50_A0A1T4JZ89,131899,135583
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWPN01000046|OWPN01000046.1,98140,211322,UniRef50_A0A1T4JZ89,152578,156262
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OOBZ01000093|OOBZ01000093.1,328,66864,UniRef50_A0A1T4JZ89,8616,12300
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWQP01000269|OWQP01000269.1,312,67198,UniRef50_A0A1T4JZ89,8600,12284
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGEP01000442|OGEP01000442.1,0,62786,UniRef50_A0A1T4JZ89,4037,7721
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OVGC01000146|OVGC01000146.1,0,66093,UniRef50_A0A1T4JZ89,7957,11641
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ917612.12051,1884,95559,UniRef50_A0A1T4JZ89,10173,13857
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGQV01000070|OGQV01000070.1,0,115126,UniRef50_A0A1T4JZ89,109427,113111
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ925919.17517,250684,340183,UniRef50_A0A1T4JZ89,332390,336074
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ836877.1,413757,507288,UniRef50_A0A1T4JZ89,495315,498999
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ920106.30562,99265,258675,UniRef50_A0A1T4JZ89,153822,157506
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919196.9477,21807,199217,UniRef50_A0A1T4JZ89,187535,191219
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919166.23210,0,112849,UniRef50_A0A1T4JZ89,54698,58382
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLPS01001703|OLPS01001703.1,0,22221,UniRef50_A0A1T4JZ89,871,4555
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ULTP01001602|ULTP01001602.1,0,21626,UniRef50_A0A1T4JZ89,1161,4845
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLQA01000833|OLQA01000833.1,0,29384,UniRef50_A0A1T4JZ89,8072,11756
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLVS01000002|OLVS01000002.1,241434,360903,UniRef50_A0A1T4JZ89,291235,294919
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ894883.31,0,15726,UniRef50_A0A1T4JZ89,8568,12252
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ULTZ01025669|ULTZ01025669.1,0,65618,UniRef50_A0A1T4JZ89,23808,27492
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UXQQ01000002|UXQQ01000002.1,0,108281,UniRef50_A0A1T4JZ89,54828,58512
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ916378.61302,0,117287,UniRef50_A0A1T4JZ89,63834,67518
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ921555.32448,0,33052,UniRef50_A0A1T4JZ89,82,3493
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ922323.18089,0,48647,UniRef50_A0A1T4JZ89,135,3546
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ921900.49411,0,39896,UniRef50_A0A1T4JZ89,41,3251
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914594.12889,0,111816,UniRef50_A0A1T4JZ89,55865,59549
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OMBK01000137|OMBK01000137.1,17194,49312,UniRef50_A0A1T4JZ89,25613,29297
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLZR01000054|OLZR01000054.1,0,66944,UniRef50_A0A1T4JZ89,54840,58524
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914609.43514,0,75876,UniRef50_A0A1T4JZ89,19925,23609
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OMFR01000052|OMFR01000052.1,17148,84091,UniRef50_A0A1T4JZ89,25567,29251
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLZQ01000054|OLZQ01000054.1,17194,84249,UniRef50_A0A1T4JZ89,25613,29297
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914494.11991,0,60317,UniRef50_A0A1T4JZ89,768,4452
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919244.63222,166597,298395,UniRef50_A0A1T4JZ89,243558,247242
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWGN01000003|OWGN01000003.1,7299,157252,UniRef50_A0A1T4JZ89,58586,62270
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ925481.30842,16040,142890,UniRef50_A0A1T4JZ89,128652,132336
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ925542.106998,229725,397170,UniRef50_A0A1T4JZ89,342337,346021
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914849.43651,0,114111,UniRef50_A0A1T4JZ89,53049,56733
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UPOH01000256|UPOH01000256.1,0,65425,UniRef50_A0A1T4JZ89,52145,55829
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	Ga0168799_1000005,241064,370739,UniRef50_A0A1T4JZ89,298441,302125
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ915377.74700,233457,366347,UniRef50_A0A1T4JZ89,283076,286760
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	Ga0167490_100051,0,84190,UniRef50_A0A1T4JZ89,919,4603
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UPOW01000003|UPOW01000003.1,17733,150435,UniRef50_A0A1T4JZ89,67354,71038
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914914.48642,225644,334472,UniRef50_A0A1T4JZ89,275265,278949
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UPLW01000233|UPLW01000233.1,0,63447,UniRef50_A0A1T4JZ89,5524,9208
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ920137.54532,96470,205344,UniRef50_A0A1T4JZ89,147978,151662
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ851284.18,0,23586,UniRef50_A0A1T4JZ89,3478,7162
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919400.28263,0,43516,UniRef50_A0A1T4JZ89,32772,36456
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWRF01000300|OWRF01000300.1,0,59652,UniRef50_A0A1T4JZ89,52479,56163
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ917608.67954,0,62807,UniRef50_A0A1T4JZ89,3561,7245
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ842940.5,0,109029,UniRef50_A0A1T4JZ89,53837,57521
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ORPO01000166|ORPO01000166.1,0,59090,UniRef50_A0A1T4JZ89,3104,6788
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919734.44354,0,62240,UniRef50_A0A1T4JZ89,3176,6860
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWSQ01000012|OWSQ01000012.1,116175,223001,UniRef50_A0A1T4JZ89,167619,171303
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGHH01000380|OGHH01000380.1,0,48030,UniRef50_A0A1T4JZ89,33793,37477
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ983663.62908,0,102126,UniRef50_A0A1T4JZ89,25373,29057
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ917537.16577,0,140451,UniRef50_A0A1T4JZ89,85322,89006
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGXK01000004|OGXK01000004.1,0,84292,UniRef50_A0A1T4JZ89,6097,9781
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OQGK01000005|OQGK01000005.1,172523,271865,UniRef50_A0A1T4JZ89,227645,231329
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OQHW01000005|OQHW01000005.1,0,115735,UniRef50_A0A1T4JZ89,56911,60595
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OQID01000019|OQID01000019.1,4415,165407,UniRef50_A0A1T4JZ89,106600,110284
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ920119.37576,116865,228777,UniRef50_A0A1T4JZ89,171987,175671
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919232.51749,116855,228768,UniRef50_A0A1T4JZ89,171977,175661
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGHO01000961|OGHO01000961.1,0,31002,UniRef50_A0A1T4JZ89,9199,12883
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|NALM01000006|NALM01000006.1,239791,413127,UniRef50_A0A1T4JZ89,294913,298597
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ913756.27969,0,56086,UniRef50_A0A1T4JZ89,32694,36378
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ916343.11282,0,83385,UniRef50_A0A1T4JZ89,36540,40224
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UXLX01000055|UXLX01000055.1,34848,141521,UniRef50_A0A1T4JZ89,81199,84883
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|ORPZ01000903|ORPZ01000903.1,0,27855,UniRef50_A0A1T4JZ89,17635,21238
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UZQG01000974|UZQG01000974.1,0,28102,UniRef50_A0A1T4JZ89,8270,11954
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UZUT01001015|UZUT01001015.1,0,22860,UniRef50_A0A1T4JZ89,2020,5704
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|UZQT01000001|UZQT01000001.1,122208,273789,UniRef50_A0A1T4JZ89,218612,222296
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OWQC01000145|OWQC01000145.1,0,85480,UniRef50_A0A1T4JZ89,73539,77223
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OLOG01000005|OLOG01000005.1,0,138217,UniRef50_A0A1T4JZ89,82184,85868
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ909662.40494,0,94077,UniRef50_A0A1T4JZ89,82406,86090
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ917588.9491,4465,115775,UniRef50_A0A1T4JZ89,16101,19785
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ1027009.379,0,26323,UniRef50_A0A1T4JZ89,3928,7612
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ834859.1406,0,26386,UniRef50_A0A1T4JZ89,18087,21771
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ1106934.1432,0,21973,UniRef50_A0A1T4JZ89,995,4679
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ948498.7134,0,20192,UniRef50_A0A1T4JZ89,2894,6578
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ914657.133326,4420,98001,UniRef50_A0A1T4JZ89,14978,18662
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OGQR01000009|OGQR01000009.1,104992,175284,UniRef50_A0A1T4JZ89,154116,157614
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OOWN01000174|OOWN01000174.1,0,59091,UniRef50_A0A1T4JZ89,54373,58057
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHXU01000149|OHXU01000149.1,0,40640,UniRef50_A0A1T4JZ89,33649,37333
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ERZ919897.14992,0,47901,UniRef50_A0A1T4JZ89,13509,17193
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OIDW01000119|OIDW01000119.1,0,48762,UniRef50_A0A1T4JZ89,13121,16805
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OKVA01000086|OKVA01000086.1,0,42965,UniRef50_A0A1T4JZ89,7370,11054
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHUR01000196|OHUR01000196.1,0,31955,UniRef50_A0A1T4JZ89,17340,21024
ENA|UZQW01000403|UZQW01000403.1,0,28192,UniRef50_A0A1T4JZ89,447,4131	ENA|OHVN01000055|OHVN01000055.1,0,63852,UniRef50_A0A1T4JZ89,11271,14955
